legacy_url,filename,referenced_from,source_types,status,notes
https://mackysoft.net/wp-content/uploads/2020/06/Screenshot-062-2020-06-21-19h48m-1440x2560-1.jpg,Screenshot-062-2020-06-21-19h48m-1440x2560-1.jpg,/join-uozu-game-boot-camp-2020/,post-content,referenced,
https://mackysoft.net/wp-content/uploads/2020/06/Screenshot-063-2020-06-21-19h50m-1440x2560-1-1152x2048.jpg,Screenshot-063-2020-06-21-19h50m-1440x2560-1-1152x2048.jpg,/join-uozu-game-boot-camp-2020/,post-content,referenced,
https://mackysoft.net/wp-content/uploads/2020/06/Screenshot-063-2020-06-21-19h50m-1440x2560-1-169x300.jpg,Screenshot-063-2020-06-21-19h50m-1440x2560-1-169x300.jpg,/join-uozu-game-boot-camp-2020/,post-content,referenced,
https://mackysoft.net/wp-content/uploads/2020/06/Screenshot-063-2020-06-21-19h50m-1440x2560-1-576x1024.jpg,Screenshot-063-2020-06-21-19h50m-1440x2560-1-576x1024.jpg,/join-uozu-game-boot-camp-2020/,post-content,referenced,
https://mackysoft.net/wp-content/uploads/2020/06/Screenshot-063-2020-06-21-19h50m-1440x2560-1-768x1365.jpg,Screenshot-063-2020-06-21-19h50m-1440x2560-1-768x1365.jpg,/join-uozu-game-boot-camp-2020/,post-content,referenced,
https://mackysoft.net/wp-content/uploads/2020/06/Screenshot-063-2020-06-21-19h50m-1440x2560-1-864x1536.jpg,Screenshot-063-2020-06-21-19h50m-1440x2560-1-864x1536.jpg,/join-uozu-game-boot-camp-2020/,post-content,referenced,
https://mackysoft.net/wp-content/uploads/2020/06/Screenshot-063-2020-06-21-19h50m-1440x2560-1.jpg,Screenshot-063-2020-06-21-19h50m-1440x2560-1.jpg,/join-uozu-game-boot-camp-2020/,post-content,referenced,
https://mackysoft.net/wp-content/uploads/2020/06/Screenshot-064-2020-06-21-19h52m-1440x2560-1-1152x2048.jpg,Screenshot-064-2020-06-21-19h52m-1440x2560-1-1152x2048.jpg,/join-uozu-game-boot-camp-2020/,post-content,referenced,
https://mackysoft.net/wp-content/uploads/2020/06/Screenshot-064-2020-06-21-19h52m-1440x2560-1-169x300.jpg,Screenshot-064-2020-06-21-19h52m-1440x2560-1-169x300.jpg,/join-uozu-game-boot-camp-2020/,post-content,referenced,
https://mackysoft.net/wp-content/uploads/2020/06/Screenshot-064-2020-06-21-19h52m-1440x2560-1-576x1024.jpg,Screenshot-064-2020-06-21-19h52m-1440x2560-1-576x1024.jpg,/join-uozu-game-boot-camp-2020/,post-content,referenced,
https://mackysoft.net/wp-content/uploads/2020/06/Screenshot-064-2020-06-21-19h52m-1440x2560-1-768x1365.jpg,Screenshot-064-2020-06-21-19h52m-1440x2560-1-768x1365.jpg,/join-uozu-game-boot-camp-2020/,post-content,referenced,
https://mackysoft.net/wp-content/uploads/2020/06/Screenshot-064-2020-06-21-19h52m-1440x2560-1-864x1536.jpg,Screenshot-064-2020-06-21-19h52m-1440x2560-1-864x1536.jpg,/join-uozu-game-boot-camp-2020/,post-content,referenced,
https://mackysoft.net/wp-content/uploads/2020/06/Screenshot-064-2020-06-21-19h52m-1440x2560-1.jpg,Screenshot-064-2020-06-21-19h52m-1440x2560-1.jpg,/join-uozu-game-boot-camp-2020/,post-content,referenced,
https://mackysoft.net/wp-content/uploads/2020/06/SecurePathProcessor-2-300x225.jpg,SecurePathProcessor-2-300x225.jpg,/roguelike-map-generation-algorithm/,post-content,referenced,
https://mackysoft.net/wp-content/uploads/2020/06/SecurePathProcessor-2-768x576.jpg,SecurePathProcessor-2-768x576.jpg,/roguelike-map-generation-algorithm/,post-content,referenced,
https://mackysoft.net/wp-content/uploads/2020/06/SecurePathProcessor-2.jpg,SecurePathProcessor-2.jpg,/roguelike-map-generation-algorithm/,post-content,referenced,
https://mackysoft.net/wp-content/uploads/2020/06/unityroom-profile-e1592908309387-1024x396.png,unityroom-profile-e1592908309387-1024x396.png,/how-to-complete-game-development/,post-content,referenced,
https://mackysoft.net/wp-content/uploads/2020/06/unityroom-profile-e1592908309387-300x116.png,unityroom-profile-e1592908309387-300x116.png,/how-to-complete-game-development/,post-content,referenced,
https://mackysoft.net/wp-content/uploads/2020/06/unityroom-profile-e1592908309387-768x297.png,unityroom-profile-e1592908309387-768x297.png,/how-to-complete-game-development/,post-content,referenced,
https://mackysoft.net/wp-content/uploads/2020/06/unityroom-profile-e1592908309387.png,unityroom-profile-e1592908309387.png,/how-to-complete-game-development/,post-content,referenced,
https://mackysoft.net/wp-content/uploads/2021/03/TreasureRogue_Culling.gif,TreasureRogue_Culling.gif,/vision-introduction/,post-content,referenced,
https://mackysoft.net/wp-content/uploads/2021/03/Vision_Logo_Frame_Gray-1024x512.png,Vision_Logo_Frame_Gray-1024x512.png,/vision-introduction/,post-content,referenced,
https://mackysoft.net/wp-content/uploads/2021/03/Vision_Logo_Frame_Gray-150x150.png,Vision_Logo_Frame_Gray-150x150.png,/blog/,page-content,referenced,
https://mackysoft.net/wp-content/uploads/2021/03/Vision_Logo_Frame_Gray-300x150.png,Vision_Logo_Frame_Gray-300x150.png,/vision-introduction/,post-content,referenced,
https://mackysoft.net/wp-content/uploads/2021/03/Vision_Logo_Frame_Gray-768x384.png,Vision_Logo_Frame_Gray-768x384.png,/vision-introduction/,post-content,referenced,
https://mackysoft.net/wp-content/uploads/2021/03/Vision_Logo_Frame_Gray.png,Vision_Logo_Frame_Gray.png,/vision-introduction/,post-content,referenced,
